OrderID,OrderDate,CustomerName,Region,ProductCategory,Revenue,Quantity,Status
ORD-02217,10-06-2023,Tara Saxena,East,Office Supplies,1769.45,28,Active
ORD-01239,24-06-2024,Sunita Menon,East,Electronics,36215.66,2,Active
ORD-01642,22-10-2023,Vikram Singh,West,Furniture,7673.22,6,Active
ORD-01192,01-03-2024,Sneha Gupta,East,Furniture,12072.41,6,Active
ORD-01902,16-05-2023,Aakash Bhat,South,Furniture,7160.31,2,Active
ORD-01672,01-01-2024,Pooja Iyer,North,Electronics,5221.99,5,Active
ORD-01949,14-01-2024,Sanjay Joshi,West,Office Supplies,864.88,6,Active
ORD-01454,17-11-2023,Harsh Shah,West,Electronics,17716.27,2,Active
ORD-01483,27-08-2023,Dev Mathur,East,Office Supplies,3076.34,11,Active
ORD-02266,21-07-2024,Nidhi Bhatt,South,Electronics,34523.64,2,Active
ORD-02035,31-03-2024,Bhavna Dubey,South,Electronics,40504.06,3,Active
ORD-01191,18-07-2024,Aakash Bhat,South,Electronics,19090.56,4,Active
ORD-02065,24-10-2023,Tara Saxena,East,Electronics,0,2,Returned
ORD-01765,08-05-2024,Dev Mathur,East,Electronics,20330.23,3,Active
ORD-01492,02-01-2024,Aakash Bhat,South,Furniture,4990.64,2,Active
ORD-01936,19-07-2024,Yash Agarwal,North,Electronics,9011.96,5,Active
ORD-01834,03-03-2023,Tara Saxena,East,Office Supplies,2181.98,2,Active
ORD-02283,24-12-2024,Tarun Mukerjee,East,Electronics,44304.45,4,Active
ORD-02412,14-12-2024,Sunita Menon,East,Office Supplies,1044.77,14,Active
ORD-01842,05-06-2023,Gaurav Mishra,South,Office Supplies,523.55,24,Active
ORD-01772,19-10-2023,Dev Mathur,East,Furniture,3627.61,2,Active
ORD-01908,25-05-2023,Tara Saxena,East,Electronics,3948.93,5,Active
ORD-01852,27-01-2023,Smita Patil,West,Electronics,23002.75,5,Active
ORD-01690,20-02-2024,Smita Patil,East,Furniture,8917.45,8,Active
ORD-01572,07-11-2024,Lakshmi Venkat,North,Office Supplies,137.82,16,Active
ORD-01272,24-07-2023,Rahul Verma,West,Electronics,20780.29,4,Active
ORD-02136,07-01-2024,Manish Srivastava,East,Furniture,0,1,Cancelled
ORD-01646,10-06-2024,Rahul Verma,West,Furniture,5240.29,5,Active
ORD-01590,04-12-2024,Pooja Iyer,North,Furniture,6658.74,4,Active
ORD-01210,12-08-2024,Kiran Nambiar,West,Office Supplies,2258.49,10,Active
ORD-01404,26-12-2024,Aakash Bhat,South,Furniture,15013.69,2,Active
ORD-02309,14-11-2024,Manish Srivastava,East,Furniture,10915.79,6,Active
ORD-02119,04-07-2023,Rohan Mehta,South,Office Supplies,3026.35,19,Active
ORD-01018,08-03-2024,Tarun Mukerjee,West,Office Supplies,3486.62,17,Active
ORD-02169,28-07-2024,Geeta Pandey,West,Electronics,38186.06,2,Active
ORD-01964,13-12-2024,Sanjay Joshi,West,Furniture,11990.46,2,Active
ORD-02269,07-04-2024,Priya Patel,West,Office Supplies,1047.91,6,Active
ORD-02374,27-11-2023,Padma Subramaniam,West,Office Supplies,764.56,18,Active
ORD-01887,16-02-2023,Gaurav Mishra,South,Office Supplies,782.57,21,Active
ORD-01631,26-11-2023,Varun Naik,North,Furniture,17637.16,4,Active
ORD-01888,07-12-2024,Tara Saxena,East,Electronics,14403.55,5,Active
ORD-01429,01-06-2024,Geeta Pandey,West,Furniture,7656.66,8,Active
ORD-02141,21-10-2024,Sunita Menon,East,Furniture,15636.07,8,Active
ORD-01197,08-05-2024,Riya Malhotra,East,Furniture,15263.11,6,Active
ORD-02034,18-12-2023,Lakshmi Venkat,North,Office Supplies,2454.18,27,Active
ORD-01999,30-04-2024,Geeta Pandey,West,Office Supplies,3233.22,2,Active
ORD-02254,21-10-2024,Padma Subramaniam,West,Office Supplies,1919.33,25,Active
ORD-01164,04-02-2023,Nidhi Bhatt,South,Electronics,4783.9,3,Active
ORD-01140,18-07-2024,Amit Kumar,South,Office Supplies,1803.43,29,Active
ORD-02451,26-10-2023,Amit Kumar,South,Office Supplies,725.01,21,Active
ORD-01718,29-01-2024,Rajesh Choudhury,South,Office Supplies,1038.32,20,Active
ORD-02042,19-02-2024,Geeta Pandey,West,Furniture,16722.26,3,Active
ORD-01600,07-05-2024,Gaurav Mishra,South,Electronics,30486.18,1,Active
ORD-02364,13-02-2024,Neha Tiwari,North,Electronics,11876.77,2,Active
ORD-01491,09-06-2023,Sneha Gupta,East,Furniture,5858.39,2,Active
ORD-02264,31-05-2024,Divya Kaur,North,Furniture,1373.19,8,Active
ORD-01606,06-04-2023,Harsh Shah,West,Electronics,5831.37,4,Active
ORD-01803,10-04-2023,Sneha Gupta,East,Office Supplies,1379.39,7,Active
ORD-01748,12-04-2023,Deepa Pillai,East,Furniture,15149.8,2,Active
ORD-02058,03-01-2023,Amit Kumar,South,Office Supplies,2928.14,16,Active
ORD-02483,01-10-2023,Vikram Singh,West,Office Supplies,0,23,Returned
ORD-01299,17-07-2024,Nikhil Desai,South,Office Supplies,2397.38,4,Active
ORD-01521,05-02-2024,Ajay Rastogi,East,Office Supplies,812.09,19,Active
ORD-01202,16-12-2023,Deepa Pillai,East,Office Supplies,1169.12,19,Active
ORD-01824,29-10-2024,Ajay Rastogi,North,Office Supplies,3489.92,17,Active
ORD-01368,17-07-2024,Gaurav Mishra,South,Furniture,17407.2,8,Active
ORD-02113,20-06-2023,Sarita Bansal,West,Furniture,3871.13,2,Active
ORD-02258,16-02-2023,Geeta Pandey,West,Electronics,15826.08,2,Active
ORD-02330,08-06-2024,Sarita Bansal,West,Furniture,8575.65,7,Active
ORD-01995,28-06-2023,Sarita Bansal,West,Office Supplies,671,16,Active
ORD-01826,18-11-2024,Sunita Menon,East,Furniture,3671.67,6,Active
ORD-02006,16-09-2024,Bhavna Dubey,South,Furniture,2714.36,4,Active
ORD-02096,07-11-2023,Sarita Bansal,West,Electronics,0,5,Returned
ORD-02375,14-03-2024,Rahul Verma,West,Electronics,16560.67,2,Active
ORD-02108,25-10-2024,Vivek Chopra,West,Office Supplies,275.98,10,Active
ORD-02250,05-04-2024,Yash Agarwal,North,Office Supplies,1172,26,Active
ORD-01382,31-07-2024,Priya Patel,East,Furniture,577.15,4,Active
ORD-01240,23-02-2023,Manish Srivastava,East,Office Supplies,3273.31,23,Active
ORD-01151,03-04-2023,Kiran Nambiar,West,Office Supplies,2478.42,4,Active
ORD-02234,09-08-2024,Ananya Sharma,North,Electronics,36398.13,5,Active
ORD-02071,03-03-2024,Bhavna Dubey,South,Electronics,36992.94,1,Active
ORD-01363,17-10-2023,Divya Kaur,North,Office Supplies,1289.45,9,Active
ORD-02303,10-05-2023,Varun Naik,North,Furniture,8820.77,8,Active
ORD-02431,05-08-2023,Deepa Pillai,East,Office Supplies,2464.69,4,Active
ORD-02181,12-01-2024,Varun Naik,North,Furniture,15971.81,8,Active
ORD-01955,04-04-2024,Divya Kaur,North,Office Supplies,2405.92,2,Active
ORD-01141,13-03-2023,Nikhil Desai,South,Furniture,6315.79,5,Active
ORD-02126,24-10-2024,Priya Patel,East,Furniture,2714.82,5,Active
ORD-01065,17-11-2024,Neha Tiwari,North,Electronics,42740.25,3,Active
ORD-01355,23-11-2023,Sunita Menon,East,Furniture,6963.35,8,Active
ORD-01648,07-06-2023,Lakshmi Venkat,North,Office Supplies,2173.85,22,Active
ORD-02216,12-02-2023,Varun Naik,North,Office Supplies,457.3,7,Active
ORD-01113,17-05-2024,Sneha Gupta,East,Office Supplies,1030.97,16,Active
ORD-01722,10-10-2023,Rajesh Choudhury,South,Furniture,7476.48,4,Active
ORD-01168,21-11-2024,Rajesh Choudhury,South,Office Supplies,1311.92,26,Active
ORD-01451,08-04-2023,Ananya Sharma,North,Electronics,6665.33,2,Active
ORD-01771,03-09-2023,Asha Kulkarni,South,Office Supplies,2836.13,22,Active
ORD-01796,24-02-2024,Lakshmi Venkat,North,Office Supplies,2323.17,2,Active
ORD-02456,20-01-2024,Arjun Reddy,South,Office Supplies,1368.25,21,Active
ORD-01767,21-10-2023,Manish Srivastava,East,Office Supplies,3231.2,25,Active
ORD-02464,04-07-2023,Ananya Sharma,North,Furniture,2477.9,3,Active
ORD-02154,22-10-2023,Geeta Pandey,West,Furniture,15457.18,4,Active
ORD-01828,30-09-2024,Amit Kumar,South,Electronics,9626.09,3,Active
ORD-02471,17-07-2024,Meena Krishnan,North,Office Supplies,3167.63,13,Active
ORD-02145,18-10-2024,Pooja Iyer,South,Office Supplies,1104.14,19,Active
ORD-02465,31-07-2023,Deepa Pillai,East,Furniture,15370.67,1,Active
ORD-01692,20-10-2024,Nikhil Desai,South,Electronics,0,5,Cancelled
ORD-01469,08-09-2023,Arjun Reddy,South,Electronics,20839.04,5,Active
ORD-01099,18-06-2024,Nikhil Desai,South,Office Supplies,2722.51,15,Active
ORD-01063,18-11-2023,Kiran Nambiar,West,Office Supplies,448.98,29,Active
ORD-01131,23-02-2024,Gaurav Mishra,South,Electronics,38711.8,3,Active
ORD-01649,17-05-2024,Ajay Rastogi,North,Electronics,35454.19,3,Active
ORD-02387,25-01-2023,Riya Malhotra,East,Furniture,6366.29,4,Active
ORD-01082,22-02-2024,Gaurav Mishra,South,Furniture,1402.1,7,Active
ORD-02176,05-08-2024,Pooja Iyer,North,Electronics,36228.86,3,Active
ORD-01280,13-05-2023,Kiran Nambiar,West,Electronics,37547.47,5,Active
ORD-02144,09-04-2024,Rohan Mehta,South,Office Supplies,2263.49,21,Active
ORD-01861,20-10-2023,Bhavna Dubey,South,Furniture,0,1,Cancelled
ORD-02393,13-08-2024,Yash Agarwal,North,Electronics,12816.25,4,Active
ORD-01609,05-08-2024,Yash Agarwal,North,Furniture,0,1,Cancelled
ORD-01176,07-12-2024,Harsh Shah,West,Furniture,17124.83,6,Active
ORD-01061,18-10-2024,Varun Naik,North,Office Supplies,1192.47,1,Active
ORD-01613,05-12-2024,Sarita Bansal,West,Office Supplies,2556.95,16,Active
ORD-01438,27-10-2023,Tara Saxena,East,Office Supplies,3449.93,22,Active
ORD-01311,15-06-2024,Aakash Bhat,South,Office Supplies,1700.38,13,Active
ORD-02060,03-05-2023,Nikhil Desai,South,Electronics,27271,3,Active
ORD-01854,17-07-2023,Riya Malhotra,North,Furniture,0,4,Returned
ORD-01338,28-03-2024,Rahul Verma,West,Office Supplies,2061.86,3,Active
ORD-02046,12-11-2023,Rohan Mehta,South,Electronics,20511.99,1,Active
ORD-02066,07-04-2023,Tarun Mukerjee,East,Office Supplies,0,11,Cancelled
ORD-02090,08-01-2024,Neha Tiwari,North,Office Supplies,2961.9,13,Active
ORD-01153,03-01-2024,Harsh Shah,West,Electronics,0,5,Cancelled
ORD-02484,13-09-2023,Tarun Mukerjee,East,Furniture,3540.95,6,Active
ORD-01083,21-08-2024,Rohan Mehta,South,Office Supplies,1362.31,1,Active
ORD-02370,18-10-2024,Sneha Gupta,East,Furniture,8158.56,1,Active
ORD-02165,17-11-2023,Kiran Nambiar,West,Furniture,0,8,Returned
ORD-01599,21-12-2024,Sunita Menon,East,Electronics,0,2,Cancelled
ORD-01676,04-01-2024,Pooja Iyer,North,Furniture,15838.58,8,Active
ORD-01161,20-02-2023,Tarun Mukerjee,East,Furniture,14030.62,4,Active
ORD-01456,07-08-2023,Amit Kumar,South,Office Supplies,2418.65,28,Active
ORD-01661,19-02-2024,Kiran Nambiar,West,Furniture,12217.39,1,Active
ORD-01653,26-10-2024,Ananya Sharma,North,Furniture,8188.31,4,Active
ORD-01352,04-09-2024,Lakshmi Venkat,North,Electronics,44367.74,5,Active
ORD-02117,29-10-2024,Vivek Chopra,West,Furniture,7962.52,6,Active
ORD-01505,07-10-2024,Dev Mathur,East,Furniture,14139.91,6,Active
ORD-02497,24-09-2024,Geeta Pandey,North,Office Supplies,1638.22,10,Active
ORD-01250,11-06-2024,Ajay Rastogi,North,Electronics,13674.22,1,Active
ORD-02112,08-12-2024,Aakash Bhat,South,Office Supplies,2849.53,22,Active
ORD-02478,16-08-2023,Divya Kaur,North,Electronics,8567.33,3,Active
ORD-01715,08-08-2023,Varun Naik,North,Furniture,14475.11,1,Active
ORD-01937,14-08-2024,Geeta Pandey,West,Electronics,32276.15,3,Active
ORD-01524,02-04-2024,Ananya Sharma,North,Electronics,31438.38,3,Active
ORD-01052,26-09-2023,Deepa Pillai,East,Office Supplies,2484.55,18,Active
ORD-01595,16-09-2023,Manish Srivastava,East,Electronics,31527.49,1,Active
ORD-01611,06-03-2023,Meena Krishnan,North,Electronics,0,5,Returned
ORD-01702,19-06-2024,Varun Naik,North,Electronics,27563.59,2,Active
ORD-01468,11-10-2024,Kavya Nair,North,Furniture,13220.26,4,Active
ORD-02121,20-03-2024,Ajay Rastogi,North,Electronics,23884.32,3,Active
ORD-01433,12-02-2023,Yash Agarwal,North,Furniture,2112.77,4,Active
ORD-01254,17-01-2023,Smita Patil,East,Furniture,0,2,Returned
ORD-01768,03-11-2023,Ananya Sharma,North,Furniture,10866.97,1,Active
ORD-01048,03-11-2023,Sneha Gupta,East,Electronics,0,1,Returned
ORD-01093,13-01-2024,Deepa Pillai,East,Office Supplies,2528.33,25,Active
ORD-01138,17-04-2024,Rahul Verma,West,Electronics,22828.2,3,Active
ORD-02149,06-07-2023,Rajesh Choudhury,South,Office Supplies,824.48,1,Active
ORD-01892,10-12-2023,Bhavna Dubey,South,Furniture,16721.88,1,Active
ORD-02453,22-06-2023,Vikram Singh,West,Furniture,3479.5,1,Active
ORD-01969,18-05-2024,Sneha Gupta,East,Furniture,4165.44,2,Active
ORD-02443,24-11-2023,Vivek Chopra,West,Office Supplies,0,28,Cancelled
ORD-01471,23-05-2024,Smita Patil,East,Office Supplies,944.4,12,Active
ORD-01114,15-12-2023,Sanjay Joshi,West,Furniture,16956.83,8,Active
ORD-02295,31-08-2023,Kavya Nair,North,Office Supplies,1562.93,4,Active
ORD-01731,22-10-2023,Arjun Reddy,South,Office Supplies,2882.71,3,Active
ORD-02347,07-04-2024,Vivek Chopra,West,Electronics,30629.94,2,Active
ORD-02383,31-08-2023,Kiran Nambiar,West,Office Supplies,323.89,5,Active
ORD-02221,26-06-2024,Sunita Menon,East,Electronics,36238.18,4,Active
ORD-02346,05-02-2024,Kavya Nair,North,Electronics,21785.17,3,Active
ORD-01546,22-09-2023,Lakshmi Venkat,North,Electronics,4646.61,5,Active
ORD-01388,20-01-2024,Kiran Nambiar,West,Office Supplies,0,3,Returned
ORD-01252,05-01-2024,Kavya Nair,North,Office Supplies,1800.28,17,Active
ORD-02408,19-06-2023,Kiran Nambiar,West,Furniture,9161.45,7,Active
ORD-01706,26-01-2024,Smita Patil,East,Office Supplies,0,27,Cancelled
ORD-02039,01-09-2023,Rahul Verma,East,Office Supplies,486.33,9,Active
ORD-01973,25-12-2024,Geeta Pandey,West,Furniture,15239.67,2,Active
ORD-02247,09-08-2023,Sanjay Joshi,West,Furniture,336.92,6,Active
ORD-01367,06-06-2023,Neha Tiwari,North,Furniture,10385.27,4,Active
ORD-02173,07-04-2023,Gaurav Mishra,North,Furniture,6911.98,2,Active
ORD-01134,02-01-2023,Dev Mathur,East,Electronics,9091.15,3,Active
ORD-02336,10-07-2024,Meena Krishnan,East,Furniture,14854.87,7,Active
ORD-01912,21-04-2024,Ajay Rastogi,North,Office Supplies,1665.55,15,Active
ORD-01901,02-12-2023,Amit Kumar,South,Electronics,0,5,Cancelled
ORD-02017,06-05-2024,Vivek Chopra,West,Furniture,15485.22,1,Active
ORD-02018,19-04-2024,Pooja Iyer,North,Furniture,3573.54,6,Active
ORD-01965,09-04-2024,Nikhil Desai,South,Office Supplies,0,25,Returned
ORD-01553,08-12-2024,Suresh Rao,West,Furniture,16177.46,1,Active
ORD-02419,05-08-2023,Asha Kulkarni,South,Furniture,10972.83,5,Active
ORD-01542,30-08-2023,Manish Srivastava,East,Furniture,16279.16,1,Active
ORD-01778,10-07-2024,Manish Srivastava,East,Furniture,14765.34,1,Active
ORD-02342,10-01-2023,Geeta Pandey,West,Furniture,6314.85,7,Active
ORD-01331,09-08-2024,Ananya Sharma,North,Furniture,0,1,Cancelled
ORD-02296,02-04-2024,Nidhi Bhatt,South,Electronics,41318.78,4,Active
ORD-02403,28-10-2024,Divya Kaur,North,Office Supplies,901.43,16,Active
ORD-02102,23-04-2023,Ajay Rastogi,North,Office Supplies,1960.55,18,Active
ORD-01122,26-08-2023,Tara Saxena,East,Office Supplies,0,3,Cancelled
ORD-02414,23-04-2023,Yash Agarwal,North,Electronics,0,1,Returned
ORD-01130,05-07-2023,Nidhi Bhatt,South,Furniture,17452.28,8,Active
ORD-01617,20-10-2024,Divya Kaur,North,Electronics,4284.31,4,Active
ORD-01237,19-10-2023,Yash Agarwal,North,Electronics,14478.48,4,Active
ORD-01758,11-02-2024,Sneha Gupta,East,Furniture,0,1,Returned
ORD-01786,03-12-2024,Sarita Bansal,West,Office Supplies,257.18,12,Active
ORD-01530,22-12-2024,Rohan Mehta,South,Office Supplies,619.24,29,Active
ORD-01570,11-12-2023,Nikhil Desai,South,Furniture,4922.3,5,Active
ORD-01413,26-05-2023,Smita Patil,East,Furniture,14181.58,8,Active
ORD-01178,14-07-2023,Rahul Verma,West,Furniture,1922.62,4,Active
ORD-01400,31-08-2024,Pooja Iyer,North,Office Supplies,3318.11,7,Active
ORD-01132,11-12-2024,Geeta Pandey,West,Furniture,14700.12,1,Active
ORD-01440,16-05-2023,Suresh Rao,West,Furniture,14964.13,7,Active
ORD-01053,25-04-2023,Kavya Nair,North,Office Supplies,3168.55,18,Active
ORD-01403,12-07-2024,Sanjay Joshi,West,Office Supplies,142.86,24,Active
ORD-01198,13-10-2023,Ajay Rastogi,North,Furniture,15259.25,1,Active
ORD-02442,26-05-2024,Bhavna Dubey,South,Furniture,2881.91,1,Active
ORD-01951,27-02-2024,Divya Kaur,North,Furniture,13150.18,3,Active
ORD-01909,07-07-2024,Yash Agarwal,North,Furniture,16288.28,1,Active
ORD-02382,24-08-2024,Ananya Sharma,North,Office Supplies,2668.35,4,Active
ORD-01633,08-09-2024,Varun Naik,North,Office Supplies,0,11,Cancelled
ORD-01326,31-05-2024,Bhavna Dubey,South,Electronics,15416.24,4,Active
ORD-01532,21-07-2024,Dev Mathur,East,Furniture,5563.99,2,Active
ORD-01587,23-11-2024,Ananya Sharma,North,Electronics,10800.94,3,Active
ORD-02053,29-02-2024,Pooja Iyer,North,Office Supplies,346.97,7,Active
ORD-01027,06-07-2024,Neha Tiwari,North,Furniture,17914.14,6,Active
ORD-01856,16-05-2024,Lakshmi Venkat,North,Electronics,19697.96,1,Active
ORD-02222,14-04-2024,Asha Kulkarni,South,Furniture,17004.2,8,Active
ORD-01580,27-05-2024,Rahul Verma,West,Furniture,9678.14,7,Active
ORD-02134,23-02-2024,Meena Krishnan,North,Electronics,0,3,Cancelled
ORD-01248,23-10-2023,Suresh Rao,West,Electronics,11339.03,5,Active
ORD-01425,02-02-2024,Sunita Menon,East,Office Supplies,1373.8,6,Active
ORD-01645,18-07-2023,Tara Saxena,East,Office Supplies,0,6,Cancelled
ORD-02212,07-03-2023,Gaurav Mishra,South,Office Supplies,832.08,18,Active
ORD-01275,04-06-2024,Riya Malhotra,East,Electronics,35809.3,2,Active
ORD-01978,13-12-2024,Divya Kaur,North,Office Supplies,2426.51,16,Active
ORD-01520,06-12-2024,Tara Saxena,East,Office Supplies,56.2,23,Active
ORD-01230,01-09-2024,Arjun Reddy,South,Furniture,11689.83,6,Active
ORD-01384,03-02-2024,Dev Mathur,East,Office Supplies,0,23,Cancelled
ORD-02323,04-06-2024,Nidhi Bhatt,South,Electronics,32946.6,4,Active
ORD-01406,09-03-2024,Divya Kaur,West,Office Supplies,0,17,Cancelled
ORD-02262,04-02-2024,Sneha Gupta,East,Furniture,16106.3,5,Active
ORD-01476,08-09-2023,Priya Patel,East,Furniture,16588.01,3,Active
ORD-01360,24-08-2024,Padma Subramaniam,West,Electronics,39230.74,3,Active
ORD-01860,07-10-2024,Vikram Singh,West,Furniture,0,5,Returned
ORD-01481,31-07-2024,Vivek Chopra,West,Electronics,21305.56,5,Active
ORD-01201,26-05-2023,Rohan Mehta,South,Office Supplies,792.21,14,Active
ORD-01753,17-10-2024,Gaurav Mishra,South,Office Supplies,2022.15,28,Active
ORD-01621,12-04-2024,Gaurav Mishra,South,Electronics,36893.22,4,Active
ORD-01960,26-02-2024,Sneha Gupta,East,Office Supplies,0,8,Cancelled
ORD-01751,12-08-2024,Dev Mathur,East,Furniture,0,8,Returned
ORD-01895,01-02-2023,Gaurav Mishra,South,Office Supplies,1893.24,6,Active
ORD-02158,06-08-2023,Divya Kaur,North,Office Supplies,2110.33,3,Active
ORD-01049,20-07-2024,Amit Kumar,South,Office Supplies,776.67,11,Active
ORD-02122,01-06-2023,Suresh Rao,West,Office Supplies,2691.08,28,Active
ORD-01956,28-06-2024,Smita Patil,East,Furniture,11105.59,5,Active
ORD-01596,06-03-2024,Sneha Gupta,East,Furniture,11323.52,3,Active
ORD-01921,29-12-2024,Ajay Rastogi,North,Electronics,26973.61,4,Active
ORD-02479,16-05-2024,Sneha Gupta,East,Office Supplies,2023.95,10,Active
ORD-01103,15-12-2023,Nikhil Desai,South,Office Supplies,3086.37,18,Active
ORD-01558,15-11-2023,Varun Naik,North,Office Supplies,3083.7,1,Active
ORD-02472,27-03-2023,Meena Krishnan,North,Office Supplies,544.19,7,Active
ORD-01615,12-01-2023,Deepa Pillai,East,Furniture,15378.12,3,Active
ORD-01422,06-02-2024,Nidhi Bhatt,South,Furniture,0,3,Cancelled
ORD-01647,14-06-2023,Nidhi Bhatt,South,Electronics,15410.88,2,Active
ORD-01836,21-04-2023,Rohan Mehta,South,Office Supplies,1383.51,13,Active
ORD-02193,09-02-2024,Rahul Verma,West,Furniture,12544.97,8,Active
ORD-01849,26-02-2024,Vivek Chopra,West,Office Supplies,3269.71,9,Active
ORD-01102,30-01-2023,Geeta Pandey,West,Electronics,22349.71,3,Active
ORD-02177,26-02-2023,Kavya Nair,North,Office Supplies,1365.8,13,Active
ORD-01814,13-09-2023,Riya Malhotra,East,Furniture,1926.72,7,Active
ORD-01292,25-10-2023,Divya Kaur,North,Furniture,4694.38,3,Active
ORD-02380,05-12-2024,Lakshmi Venkat,North,Office Supplies,1713.35,11,Active
ORD-02320,16-07-2023,Dev Mathur,East,Furniture,5927.74,7,Active
ORD-02061,07-05-2024,Ajay Rastogi,North,Furniture,0,8,Cancelled
ORD-02086,16-11-2023,Yash Agarwal,North,Furniture,5443.43,7,Active
ORD-01610,14-05-2023,Manish Srivastava,East,Electronics,40031.65,4,Active
ORD-01567,21-01-2024,Smita Patil,East,Electronics,21428.05,5,Active
ORD-01182,14-05-2023,Dev Mathur,East,Electronics,5658.74,1,Active
ORD-01807,06-09-2024,Yash Agarwal,North,Furniture,10036.44,6,Active
ORD-01708,18-10-2023,Tarun Mukerjee,East,Furniture,0,1,Cancelled
ORD-01042,29-08-2023,Rajesh Choudhury,South,Office Supplies,899.44,20,Active
ORD-01725,18-02-2024,Ajay Rastogi,South,Furniture,9260.41,2,Active
ORD-01675,05-01-2023,Lakshmi Venkat,North,Electronics,32279.2,4,Active
ORD-01975,03-08-2024,Dev Mathur,East,Furniture,6201.88,5,Active
ORD-02416,20-06-2023,Arjun Reddy,South,Furniture,2506.86,2,Active
ORD-01437,06-08-2024,Smita Patil,East,Office Supplies,0,11,Cancelled
ORD-02139,29-03-2024,Divya Kaur,West,Furniture,5625.72,4,Active
ORD-01638,26-01-2024,Amit Kumar,North,Electronics,12600.44,2,Active
ORD-02242,22-12-2024,Varun Naik,North,Electronics,31495.61,4,Active
ORD-01421,17-11-2024,Geeta Pandey,West,Office Supplies,1131.24,13,Active
ORD-01804,03-11-2024,Suresh Rao,West,Electronics,25482.32,5,Active
ORD-01467,27-03-2023,Vivek Chopra,South,Electronics,24508.45,4,Active
ORD-01677,03-01-2024,Vivek Chopra,West,Electronics,8569.04,5,Active
ORD-01128,27-11-2023,Tarun Mukerjee,East,Electronics,10918.46,5,Active
ORD-01923,04-09-2024,Sneha Gupta,East,Office Supplies,2711.13,13,Active
ORD-02368,21-03-2023,Ananya Sharma,North,Electronics,20277.08,2,Active
ORD-02151,19-12-2024,Deepa Pillai,West,Office Supplies,947.54,3,Active
ORD-01110,10-05-2024,Nikhil Desai,South,Office Supplies,2108.93,4,Active
ORD-02502,15-03-2024,Sunita Menon,East,Electronics,0,0,Active
ORD-01380,06-12-2023,Ajay Rastogi,North,Electronics,40349.77,1,Active
ORD-02110,11-06-2024,Sunita Menon,East,Office Supplies,1670.46,1,Active
ORD-01839,11-09-2023,Asha Kulkarni,South,Furniture,7263.18,3,Active
ORD-01196,06-09-2024,Vivek Chopra,West,Office Supplies,1800.57,5,Active
ORD-01215,24-12-2023,Smita Patil,East,Office Supplies,2861.88,8,Active
ORD-01357,27-02-2024,Sunita Menon,East,Electronics,17968.12,3,Active
ORD-01222,31-08-2024,Varun Naik,North,Office Supplies,0,26,Cancelled
ORD-02105,25-11-2023,Vikram Singh,North,Electronics,0,3,Cancelled
ORD-02081,25-06-2023,Dev Mathur,North,Electronics,41485.09,4,Active
ORD-02285,29-11-2024,Tarun Mukerjee,East,Electronics,26796.87,1,Active
ORD-01560,22-12-2024,Neha Tiwari,North,Furniture,0,2,Cancelled
ORD-02293,06-03-2023,Sneha Gupta,West,Electronics,26989.86,3,Active
ORD-01961,18-10-2023,Meena Krishnan,North,Electronics,28177.36,1,Active
ORD-01224,02-05-2024,Varun Naik,North,Electronics,0,3,Cancelled
ORD-01038,03-01-2023,Divya Kaur,North,Furniture,5348.91,8,Active
ORD-02106,20-08-2024,Rohan Mehta,South,Office Supplies,1227.34,4,Active
ORD-01687,10-02-2023,Lakshmi Venkat,North,Office Supplies,0,9,Cancelled
ORD-01655,17-10-2023,Rohan Mehta,South,Furniture,9403.27,8,Active
ORD-01802,25-06-2024,Priya Patel,East,Furniture,1679.46,4,Active
ORD-01650,14-08-2023,Sanjay Joshi,West,Office Supplies,599.83,18,Active
ORD-02246,27-05-2023,Amit Kumar,South,Furniture,1161.12,5,Active
ORD-01462,26-05-2024,Tarun Mukerjee,North,Furniture,16830.46,3,Active
ORD-01004,14-08-2023,Yash Agarwal,North,Electronics,0,2,Cancelled
ORD-01534,13-03-2024,Arjun Reddy,South,Office Supplies,2206.56,16,Active
ORD-01850,12-07-2023,Sneha Gupta,East,Electronics,34500.18,5,Active
ORD-02089,09-02-2024,Rajesh Choudhury,South,Electronics,33571.3,2,Active
ORD-01117,02-03-2024,Tarun Mukerjee,East,Office Supplies,828.62,17,Active
ORD-01682,25-10-2023,Pooja Iyer,North,Office Supplies,362.41,12,Active
ORD-01512,31-07-2024,Amit Kumar,South,Electronics,37782,4,Active
ORD-02062,03-05-2023,Harsh Shah,West,Office Supplies,110.53,9,Active
ORD-02468,17-05-2024,Lakshmi Venkat,North,Furniture,0,4,Cancelled
ORD-01155,04-09-2023,Geeta Pandey,West,Electronics,11062.73,3,Active
ORD-01015,29-09-2023,Pooja Iyer,North,Office Supplies,1909.47,24,Active
ORD-01922,22-07-2024,Sneha Gupta,East,Electronics,14415.18,4,Active
ORD-01681,28-04-2024,Amit Kumar,South,Electronics,0,5,Cancelled
ORD-01332,02-05-2023,Bhavna Dubey,South,Furniture,0,5,Cancelled
ORD-01149,24-03-2023,Gaurav Mishra,South,Office Supplies,1361.03,11,Active
ORD-01632,12-02-2024,Gaurav Mishra,South,Furniture,14544.9,3,Active
ORD-02499,14-04-2023,Kiran Nambiar,West,Electronics,24186.07,2,Active
ORD-02156,26-09-2023,Suresh Rao,West,Electronics,17137.99,4,Active
ORD-02127,05-11-2024,Padma Subramaniam,West,Electronics,43399.38,4,Active
